Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
NLY,ANNALY CAPITAL MANAGEMENT REIT INC,Financials,Equity,"8,245,233.97",0.02,"8,245,233.97","398,513.00",20.69,United States,New York Stock Exchange Inc.,USD,1,USD,-
CG,CARLYLE GROUP INC,Financials,Equity,"8,168,408.16",0.02,"8,168,408.16","155,352.00",52.58,United States,NASDAQ,USD,1,USD,-
TECH,BIO TECHNE CORP,Health Care,Equity,"8,142,335.50",0.02,"8,142,335.50","108,550.00",75.01,United States,NASDAQ,USD,1,USD,-
SF,STIFEL FINANCIAL CORP,Financials,Equity,"8,055,476.00",0.02,"8,055,476.00","70,415.00",114.4,United States,New York Stock Exchange Inc.,USD,1,USD,-
ALAB,ASTERA LABS INC,Information Technology,Equity,"8,048,733.14",0.02,"8,048,733.14","77,014.00",104.51,United States,NASDAQ,USD,1,USD,-
BXP,BXP INC,Real Estate,Equity,"8,020,450.05",0.02,"8,020,450.05","110,795.00",72.39,United States,New York Stock Exchange Inc.,USD,1,USD,-
ALLE,ALLEGION PLC,Industrials,Equity,"8,013,496.80",0.02,"8,013,496.80","61,976.00",129.3,United States,New York Stock Exchange Inc.,USD,1,USD,-
AAL,AMERICAN AIRLINES GROUP INC,Industrials,Equity,"7,993,804.20",0.02,"7,993,804.20","468,570.00",17.06,United States,NASDAQ,USD,1,USD,-
RL,RALPH LAUREN CORP CLASS A,Consumer Discretionary,Equity,"7,943,457.48",0.02,"7,943,457.48","29,082.00",273.14,United States,New York Stock Exchange Inc.,USD,1,USD,-
CHRW,CH ROBINSON WORLDWIDE INC,Industrials,Equity,"7,925,639.68",0.02,"7,925,639.68","82,012.00",96.64,United States,NASDAQ,USD,1,USD,-
LAMR,LAMAR ADVERTISING COMPANY CLAS,Real Estate,Equity,"7,925,953.05",0.02,"7,925,953.05","62,631.00",126.55,United States,NASDAQ,USD,1,USD,-
TPX,TEMPUR SEALY INTERNATIONAL INC,Consumer Discretionary,Equity,"7,899,853.52",0.02,"7,899,853.52","121,052.00",65.26,United States,New York Stock Exchange Inc.,USD,1,USD,-
SCI,SERVICE,Consumer Discretionary,Equity,"7,863,801.00",0.02,"7,863,801.00","102,300.00",76.87,United States,New York Stock Exchange Inc.,USD,1,USD,-
AIZ,ASSURANT INC,Financials,Equity,"7,853,947.20",0.02,"7,853,947.20","36,564.00",214.8,United States,New York Stock Exchange Inc.,USD,1,USD,-
AR,ANTERO RESOURCES CORP,Energy,Equity,"7,828,328.50",0.02,"7,828,328.50","204,395.00",38.3,United States,New York Stock Exchange Inc.,USD,1,USD,-
OVV,OVINTIV INC,Energy,Equity,"7,787,680.88",0.02,"7,787,680.88","183,932.00",42.34,United States,New York Stock Exchange Inc.,USD,1,USD,-
FND,FLOOR DECOR HOLDINGS INC CLASS A,Consumer Discretionary,Equity,"7,777,308.11",0.02,"7,777,308.11","74,789.00",103.99,United States,New York Stock Exchange Inc.,USD,1,USD,-
UHS,UNIVERSAL HEALTH SERVICES INC CLAS,Health Care,Equity,"7,729,021.74",0.02,"7,729,021.74","41,018.00",188.43,United States,New York Stock Exchange Inc.,USD,1,USD,-
NWSA,NEWS CORP CLASS A,Communication,Equity,"7,727,746.50",0.02,"7,727,746.50","271,149.00",28.5,United States,NASDAQ,USD,1,USD,-
MRNA,MODERNA INC,Health Care,Equity,"7,699,177.14",0.02,"7,699,177.14","229,074.00",33.61,United States,NASDAQ,USD,1,USD,-
SNX,TD SYNNEX CORP,Information Technology,Equity,"7,669,658.52",0.02,"7,669,658.52","53,462.00",143.46,United States,New York Stock Exchange Inc.,USD,1,USD,-
BLD,TOPBUILD CORP,Consumer Discretionary,Equity,"7,670,215.32",0.02,"7,670,215.32","22,604.00",339.33,United States,New York Stock Exchange Inc.,USD,1,USD,-
NVT,NVENT ELECTRIC PLC,Industrials,Equity,"7,665,417.18",0.02,"7,665,417.18","116,478.00",65.81,United States,New York Stock Exchange Inc.,USD,1,USD,-
LECO,LINCOLN ELECTRIC HOLDINGS INC,Industrials,Equity,"7,658,874.16",0.02,"7,658,874.16","39,634.00",193.24,United States,NASDAQ,USD,1,USD,-
KNSL,KINSALE CAPITAL GROUP INC,Financials,Equity,"7,649,855.36",0.02,"7,649,855.36","15,463.00",494.72,United States,New York Stock Exchange Inc.,USD,1,USD,-
CAVA,CAVA GROUP INC,Consumer Discretionary,Equity,"7,597,731.80",0.02,"7,597,731.80","53,524.00",141.95,United States,New York Stock Exchange Inc.,USD,1,USD,-
CNM,CORE & MAIN INC CLASS A,Industrials,Equity,"7,560,570.56",0.02,"7,560,570.56","136,571.00",55.36,United States,New York Stock Exchange Inc.,USD,1,USD,-
GL,GLOBE LIFE INC,Financials,Equity,"7,558,709.85",0.02,"7,558,709.85","63,005.00",119.97,United States,New York Stock Exchange Inc.,USD,1,USD,-
CNH,CNH INDUSTRIAL N.V. NV,Industrials,Equity,"7,535,924.34",0.02,"7,535,924.34","618,713.00",12.18,United States,New York Stock Exchange Inc.,USD,1,USD,-
PAYC,PAYCOM SOFTWARE INC,Industrials,Equity,"7,510,380.00",0.02,"7,510,380.00","36,636.00",205,United States,New York Stock Exchange Inc.,USD,1,USD,-
SJM,JM SMUCKER,Consumer Staples,Equity,"7,506,458.40",0.02,"7,506,458.40","72,737.00",103.2,United States,New York Stock Exchange Inc.,USD,1,USD,-
SWKS,SKYWORKS SOLUTIONS INC,Information Technology,Equity,"7,496,899.20",0.02,"7,496,899.20","114,282.00",65.6,United States,NASDAQ,USD,1,USD,-
WBS,WEBSTER FINANCIAL CORP,Financials,Equity,"7,490,730.39",0.02,"7,490,730.39","121,979.00",61.41,United States,New York Stock Exchange Inc.,USD,1,USD,-
RIVN,RIVIAN AUTOMOTIVE INC CLASS A,Consumer Discretionary,Equity,"7,465,433.60",0.02,"7,465,433.60","583,237.00",12.8,United States,NASDAQ,USD,1,USD,-
ALLY,ALLY FINANCIAL INC,Financials,Equity,"7,453,892.25",0.02,"7,453,892.25","194,873.00",38.25,United States,New York Stock Exchange Inc.,USD,1,USD,-
IPG,INTERPUBLIC GROUP OF COMPANIES INC,Communication,Equity,"7,400,713.32",0.02,"7,400,713.32","266,981.00",27.72,United States,New York Stock Exchange Inc.,USD,1,USD,-
ATR,APTARGROUP INC,Materials,Equity,"7,367,074.05",0.02,"7,367,074.05","47,089.00",156.45,United States,New York Stock Exchange Inc.,USD,1,USD,-
HSIC,HENRY SCHEIN INC,Health Care,Equity,"7,338,773.95",0.02,"7,338,773.95","91,907.00",79.85,United States,NASDAQ,USD,1,USD,-
ROKU,ROKU INC CLASS A,Communication,Equity,"7,329,632.00",0.02,"7,329,632.00","90,400.00",81.08,United States,NASDAQ,USD,1,USD,-
SOLV,SOLVENTUM CORP,Health Care,Equity,"7,330,683.40",0.02,"7,330,683.40","98,030.00",74.78,United States,New York Stock Exchange Inc.,USD,1,USD,-
EVR,EVERCORE INC CLASS A,Financials,Equity,"7,310,894.03",0.02,"7,310,894.03","25,619.00",285.37,United States,New York Stock Exchange Inc.,USD,1,USD,-
RBC,RBC BEARINGS INC,Industrials,Equity,"7,304,607.96",0.02,"7,304,607.96","19,994.00",365.34,United States,New York Stock Exchange Inc.,USD,1,USD,-
OHI,OMEGA HEALTHCARE INVESTORS REIT IN,Real Estate,Equity,"7,298,499.78",0.02,"7,298,499.78","191,763.00",38.06,United States,New York Stock Exchange Inc.,USD,1,USD,-
ONTO,ONTO INNOVATION INC,Information Technology,Equity,"7,295,679.96",0.02,"7,295,679.96","34,644.00",210.59,United States,New York Stock Exchange Inc.,USD,1,USD,-
HEI,HEICO CORP,Industrials,Equity,"7,262,812.50",0.02,"7,262,812.50","31,250.00",232.41,United States,New York Stock Exchange Inc.,USD,1,USD,-
SRPT,SAREPTA THERAPEUTICS INC,Health Care,Equity,"7,245,332.97",0.02,"7,245,332.97","64,627.00",112.11,United States,NASDAQ,USD,1,USD,-
LAD,LITHIA MOTORS INC CLASS A,Consumer Discretionary,Equity,"7,243,689.52",0.02,"7,243,689.52","18,968.00",381.89,United States,New York Stock Exchange Inc.,USD,1,USD,-
CCK,CROWN HOLDINGS INC,Materials,Equity,"7,234,501.70",0.02,"7,234,501.70","82,822.00",87.35,United States,New York Stock Exchange Inc.,USD,1,USD,-
BWXT,BWX TECHNOLOGIES INC,Industrials,Equity,"7,224,388.80",0.02,"7,224,388.80","64,046.00",112.8,United States,New York Stock Exchange Inc.,USD,1,USD,-
PRI,PRIMERICA INC,Financials,Equity,"7,192,925.25",0.02,"7,192,925.25","24,275.00",296.31,United States,New York Stock Exchange Inc.,USD,1,USD,-
AYI,ACUITY BRANDS INC,Industrials,Equity,"7,193,051.04",0.02,"7,193,051.04","21,882.00",328.72,United States,New York Stock Exchange Inc.,USD,1,USD,-
ALSN,ALLISON TRANSMISSION HOLDINGS INC,Industrials,Equity,"7,150,049.40",0.02,"7,150,049.40","61,932.00",115.45,United States,New York Stock Exchange Inc.,USD,1,USD,-
BRBR,BELLRING BRANDS INC,Consumer Staples,Equity,"7,132,561.89",0.02,"7,132,561.89","92,307.00",77.27,United States,New York Stock Exchange Inc.,USD,1,USD,-
ESTC,ELASTIC NV,Information Technology,Equity,"7,074,255.60",0.02,"7,074,255.60","61,892.00",114.3,United States,New York Stock Exchange Inc.,USD,1,USD,-
ARMK,ARAMARK,Consumer Discretionary,Equity,"7,063,317.58",0.02,"7,063,317.58","185,779.00",38.02,United States,New York Stock Exchange Inc.,USD,1,USD,-
DOX,AMDOCS LTD,Information Technology,Equity,"7,054,651.24",0.02,"7,054,651.24","82,069.00",85.96,United States,NASDAQ,USD,1,USD,-
EXAS,EXACT SCIENCES CORP,Health Care,Equity,"7,050,863.44",0.02,"7,050,863.44","129,898.00",54.28,United States,NASDAQ,USD,1,USD,-
PNW,PINNACLE WEST CORP,Utilities,Equity,"7,032,372.75",0.02,"7,032,372.75","80,141.00",87.75,United States,New York Stock Exchange Inc.,USD,1,USD,-
DAY,DAYFORCE INC,Industrials,Equity,"7,020,320.01",0.02,"7,020,320.01","106,903.00",65.67,United States,New York Stock Exchange Inc.,USD,1,USD,-
GMED,GLOBUS MEDICAL INC CLASS A,Health Care,Equity,"6,981,119.20",0.02,"6,981,119.20","79,376.00",87.95,United States,New York Stock Exchange Inc.,USD,1,USD,-
BILL,BILL HOLDINGS INC,Information Technology,Equity,"6,984,026.10",0.02,"6,984,026.10","72,486.00",96.35,United States,New York Stock Exchange Inc.,USD,1,USD,-
SKX,SKECHERS USA INC CLASS A,Consumer Discretionary,Equity,"6,970,424.74",0.02,"6,970,424.74","92,177.00",75.62,United States,New York Stock Exchange Inc.,USD,1,USD,-
KD,KYNDRYL HOLDINGS INC,Information Technology,Equity,"6,964,589.28",0.02,"6,964,589.28","162,118.00",42.96,United States,New York Stock Exchange Inc.,USD,1,USD,-
PEN,PENUMBRA INC,Health Care,Equity,"6,964,791.00",0.02,"6,964,791.00","26,634.00",261.5,United States,New York Stock Exchange Inc.,USD,1,USD,-
LKQ,LKQ CORP,Consumer Discretionary,Equity,"6,934,601.42",0.02,"6,934,601.42","185,566.00",37.37,United States,NASDAQ,USD,1,USD,-
GME,GAMESTOP CORP CLASS A,Consumer Discretionary,Equity,"6,925,920.80",0.02,"6,925,920.80","279,271.00",24.8,United States,New York Stock Exchange Inc.,USD,1,USD,-
HLI,HOULIHAN LOKEY INC CLASS A,Financials,Equity,"6,914,310.40",0.02,"6,914,310.40","36,896.00",187.4,United States,New York Stock Exchange Inc.,USD,1,USD,-
BG,BUNGE GLOBAL SA,Consumer Staples,Equity,"6,914,864.84",0.02,"6,914,864.84","99,796.00",69.29,United States,New York Stock Exchange Inc.,USD,1,USD,-
DTM,DT MIDSTREAM INC,Energy,Equity,"6,904,919.40",0.02,"6,904,919.40","68,190.00",101.26,United States,New York Stock Exchange Inc.,USD,1,USD,-
WAL,WESTERN ALLIANCE,Financials,Equity,"6,864,794.82",0.02,"6,864,794.82","75,762.00",90.61,United States,New York Stock Exchange Inc.,USD,1,USD,-
EHC,ENCOMPASS HEALTH CORP,Health Care,Equity,"6,854,672.00",0.02,"6,854,672.00","69,520.00",98.6,United States,New York Stock Exchange Inc.,USD,1,USD,-
EXEL,EXELIXIS INC,Health Care,Equity,"6,830,195.19",0.02,"6,830,195.19","202,857.00",33.67,United States,NASDAQ,USD,1,USD,-
TAP,MOLSON COORS BREWING CLASS B,Consumer Staples,Equity,"6,796,032.70",0.02,"6,796,032.70","125,042.00",54.35,United States,New York Stock Exchange Inc.,USD,1,USD,-
ALK,ALASKA AIR GROUP INC,Industrials,Equity,"6,713,419.02",0.02,"6,713,419.02","90,222.00",74.41,United States,New York Stock Exchange Inc.,USD,1,USD,-
RGLD,ROYAL GOLD INC,Materials,Equity,"6,714,808.75",0.02,"6,714,808.75","46,325.00",144.95,United States,NASDAQ,USD,1,USD,-
RRX,REGAL REXNORD CORP,Industrials,Equity,"6,712,461.21",0.02,"6,712,461.21","46,983.00",142.87,United States,New York Stock Exchange Inc.,USD,1,USD,-
CUBE,CUBESMART REIT,Real Estate,Equity,"6,698,255.85",0.02,"6,698,255.85","158,015.00",42.39,United States,New York Stock Exchange Inc.,USD,1,USD,-
FRT,FEDERAL REALTY INVESTMENT TRUST RE,Real Estate,Equity,"6,694,906.24",0.02,"6,694,906.24","60,467.00",110.72,United States,New York Stock Exchange Inc.,USD,1,USD,-
PLNT,PLANET FITNESS INC CLASS A,Consumer Discretionary,Equity,"6,691,165.38",0.02,"6,691,165.38","61,647.00",108.54,United States,New York Stock Exchange Inc.,USD,1,USD,-
PR,PERMIAN RESOURCES CORP CLASS A,Energy,Equity,"6,661,354.70",0.02,"6,661,354.70","465,829.00",14.3,United States,New York Stock Exchange Inc.,USD,1,USD,-
PNFP,PINNACLE FINANCIAL PARTNERS INC,Financials,Equity,"6,662,612.25",0.02,"6,662,612.25","52,815.00",126.15,United States,NASDAQ,USD,1,USD,-
MUSA,MURPHY USA INC,Consumer Discretionary,Equity,"6,638,089.20",0.02,"6,638,089.20","13,290.00",499.48,United States,New York Stock Exchange Inc.,USD,1,USD,-
PCTY,PAYLOCITY HOLDING CORP,Industrials,Equity,"6,600,083.31",0.02,"6,600,083.31","31,131.00",212.01,United States,NASDAQ,USD,1,USD,-
AFG,AMERICAN FINANCIAL GROUP INC,Financials,Equity,"6,566,038.70",0.02,"6,566,038.70","51,038.00",128.65,United States,New York Stock Exchange Inc.,USD,1,USD,-
ALB,ALBEMARLE CORP,Materials,Equity,"6,561,740.00",0.02,"6,561,740.00","83,060.00",79,United States,New York Stock Exchange Inc.,USD,1,USD,-
WING,WINGSTOP INC,Consumer Discretionary,Equity,"6,504,016.51",0.02,"6,504,016.51","21,107.00",308.14,United States,NASDAQ,USD,1,USD,-
ORI,OLD REPUBLIC INTERNATIONAL CORP,Financials,Equity,"6,482,037.84",0.02,"6,482,037.84","176,334.00",36.76,United States,New York Stock Exchange Inc.,USD,1,USD,-
MEDP,MEDPACE HOLDINGS INC,Health Care,Equity,"6,477,967.62",0.02,"6,477,967.62","17,946.00",360.97,United States,NASDAQ,USD,1,USD,-
QGEN,QIAGEN NV,Health Care,Equity,"6,467,898.44",0.02,"6,467,898.44","152,401.00",42.44,Germany,New York Stock Exchange Inc.,USD,1,USD,-
RGEN,REPLIGEN CORP,Health Care,Equity,"6,450,121.00",0.02,"6,450,121.00","39,850.00",161.86,United States,NASDAQ,USD,1,USD,-
GLOB,GLOBANT SA,Information Technology,Equity,"6,428,921.85",0.02,"6,428,921.85","29,595.00",217.23,United States,New York Stock Exchange Inc.,USD,1,USD,-
MTZ,MASTEC INC,Industrials,Equity,"6,361,602.90",0.02,"6,361,602.90","43,858.00",145.05,United States,New York Stock Exchange Inc.,USD,1,USD,-
AA,ALCOA CORP,Materials,Equity,"6,345,956.60",0.02,"6,345,956.60","176,620.00",35.93,United States,New York Stock Exchange Inc.,USD,1,USD,-
REXR,REXFORD INDUSTRIAL REALTY REIT INC,Real Estate,Equity,"6,335,147.52",0.02,"6,335,147.52","156,192.00",40.56,United States,New York Stock Exchange Inc.,USD,1,USD,-
WTRG,ESSENTIAL UTILITIES INC,Utilities,Equity,"6,330,146.76",0.02,"6,330,146.76","179,172.00",35.33,United States,New York Stock Exchange Inc.,USD,1,USD,-
MTCH,MATCH GROUP INC,Communication,Equity,"6,329,139.84",0.02,"6,329,139.84","182,976.00",34.59,United States,NASDAQ,USD,1,USD,-
TTEK,TETRA TECH INC,Industrials,Equity,"6,312,637.50",0.02,"6,312,637.50","186,875.00",33.78,United States,NASDAQ,USD,1,USD,-
CMA,COMERICA INC,Financials,Equity,"6,309,338.44",0.02,"6,309,338.44","92,839.00",67.96,United States,New York Stock Exchange Inc.,USD,1,USD,-
GTLB,GITLAB INC CLASS A,Information Technology,Equity,"6,283,241.55",0.02,"6,283,241.55","87,939.00",71.45,United States,NASDAQ,USD,1,USD,-
MIDD,MIDDLEBY CORP,Industrials,Equity,"6,275,314.72",0.02,"6,275,314.72","37,552.00",167.11,United States,NASDAQ,USD,1,USD,-
RRC,RANGE RESOURCES CORP,Energy,Equity,"6,252,977.10",0.02,"6,252,977.10","166,170.00",37.63,United States,New York Stock Exchange Inc.,USD,1,USD,-
MORN,MORNINGSTAR INC,Financials,Equity,"6,248,999.42",0.02,"6,248,999.42","19,106.00",327.07,United States,NASDAQ,USD,1,USD,-
SEIC,SEI INVESTMENTS,Financials,Equity,"6,232,478.56",0.02,"6,232,478.56","72,269.00",86.24,United States,NASDAQ,USD,1,USD,-
APG,API GROUP CORP,Industrials,Equity,"6,227,570.16",0.02,"6,227,570.16","161,169.00",38.64,United States,New York Stock Exchange Inc.,USD,1,USD,-
ENPH,ENPHASE ENERGY INC,Information Technology,Equity,"6,212,300.04",0.02,"6,212,300.04","93,404.00",66.51,United States,NASDAQ,USD,1,USD,-
X,US STEEL CORP,Materials,Equity,"6,207,565.98",0.02,"6,207,565.98","158,074.00",39.27,United States,New York Stock Exchange Inc.,USD,1,USD,-
VFC,VF CORP,Consumer Discretionary,Equity,"6,187,070.70",0.02,"6,187,070.70","250,895.00",24.66,United States,New York Stock Exchange Inc.,USD,1,USD,-
LBRDK,LIBERTY BROADBAND CORP SERIES C,Communication,Equity,"6,173,242.84",0.02,"6,173,242.84","78,172.00",78.97,United States,NASDAQ,USD,1,USD,-
DVA,DAVITA INC,Health Care,Equity,"6,148,061.10",0.02,"6,148,061.10","35,730.00",172.07,United States,New York Stock Exchange Inc.,USD,1,USD,-
WTFC,WINTRUST FINANCIAL CORP,Financials,Equity,"6,148,612.92",0.02,"6,148,612.92","46,868.00",131.19,United States,NASDAQ,USD,1,USD,-
FYBR,FRONTIER COMMUNICATIONS PARENT INC,Communication,Equity,"6,144,568.80",0.02,"6,144,568.80","171,636.00",35.8,United States,NASDAQ,USD,1,USD,-
EGP,EASTGROUP PROPERTIES REIT INC,Real Estate,Equity,"6,133,664.26",0.02,"6,133,664.26","35,377.00",173.38,United States,New York Stock Exchange Inc.,USD,1,USD,-
G,GENPACT LTD,Industrials,Equity,"6,118,041.80",0.02,"6,118,041.80","123,847.00",49.4,United States,New York Stock Exchange Inc.,USD,1,USD,-
CBSH,COMMERCE BANCSHARES INC,Financials,Equity,"6,103,138.20",0.02,"6,103,138.20","88,980.00",68.59,United States,NASDAQ,USD,1,USD,-
ZION,ZIONS BANCORPORATION,Financials,Equity,"6,085,252.64",0.02,"6,085,252.64","104,432.00",58.27,United States,NASDAQ,USD,1,USD,-
CHDN,CHURCHILL DOWNS INC,Consumer Discretionary,Equity,"6,075,855.03",0.02,"6,075,855.03","49,289.00",123.27,United States,NASDAQ,USD,1,USD,-
EXP,EAGLE MATERIALS INC,Materials,Equity,"6,068,039.36",0.02,"6,068,039.36","23,344.00",259.94,United States,New York Stock Exchange Inc.,USD,1,USD,-
KNX,KNIGHT-SWIFT TRANSPORTATION HOLDIN,Industrials,Equity,"6,068,400.80",0.02,"6,068,400.80","109,736.00",55.3,United States,New York Stock Exchange Inc.,USD,1,USD,-
ACI,ALBERTSONS COMPANY INC CLASS A,Consumer Staples,Equity,"6,063,383.93",0.02,"6,063,383.93","293,911.00",20.63,United States,New York Stock Exchange Inc.,USD,1,USD,-
DCI,DONALDSON INC,Industrials,Equity,"6,060,385.92",0.02,"6,060,385.92","85,744.00",70.68,United States,New York Stock Exchange Inc.,USD,1,USD,-
CRL,CHARLES RIVER LABORATORIES INTERNA,Health Care,Equity,"6,047,738.71",0.02,"6,047,738.71","36,373.00",166.27,United States,New York Stock Exchange Inc.,USD,1,USD,-
HRL,HORMEL FOODS CORP,Consumer Staples,Equity,"6,039,618.04",0.02,"6,039,618.04","206,978.00",29.18,United States,New York Stock Exchange Inc.,USD,1,USD,-
BBWI,BATH AND BODY WORKS INC,Consumer Discretionary,Equity,"6,040,239.32",0.02,"6,040,239.32","161,159.00",37.48,United States,New York Stock Exchange Inc.,USD,1,USD,-
FBIN,FORTUNE BRANDS INNOVATIONS INC,Industrials,Equity,"6,032,391.00",0.02,"6,032,391.00","87,350.00",69.06,United States,New York Stock Exchange Inc.,USD,1,USD,-
LW,LAMB WESTON HOLDINGS INC,Consumer Staples,Equity,"6,007,005.96",0.02,"6,007,005.96","101,026.00",59.46,United States,New York Stock Exchange Inc.,USD,1,USD,-
MOS,MOSAIC,Materials,Equity,"6,006,051.21",0.02,"6,006,051.21","226,729.00",26.49,United States,New York Stock Exchange Inc.,USD,1,USD,-
GNRC,GENERAC HOLDINGS INC,Industrials,Equity,"5,996,103.36",0.02,"5,996,103.36","42,016.00",142.71,United States,New York Stock Exchange Inc.,USD,1,USD,-
FLS,FLOWSERVE CORP,Industrials,Equity,"5,970,167.35",0.01,"5,970,167.35","94,241.00",63.35,United States,New York Stock Exchange Inc.,USD,1,USD,-
TTC,TORO,Industrials,Equity,"5,937,996.35",0.01,"5,937,996.35","73,645.00",80.63,United States,New York Stock Exchange Inc.,USD,1,USD,-
CR,CRANE,Industrials,Equity,"5,930,671.17",0.01,"5,930,671.17","34,323.00",172.79,United States,New York Stock Exchange Inc.,USD,1,USD,-
OGE,OGE ENERGY CORP,Utilities,Equity,"5,927,594.40",0.01,"5,927,594.40","139,440.00",42.51,United States,New York Stock Exchange Inc.,USD,1,USD,-
CART,MAPLEBEAR INC,Consumer Staples,Equity,"5,926,084.99",0.01,"5,926,084.99","121,961.00",48.59,United States,NASDAQ,USD,1,USD,-
COKE,COCA COLA CONSOLIDATED INC,Consumer Staples,Equity,"5,926,086.41",0.01,"5,926,086.41","4,357.00","1,360.13",United States,NASDAQ,USD,1,USD,-
WYNN,WYNN RESORTS LTD,Consumer Discretionary,Equity,"5,897,047.35",0.01,"5,897,047.35","73,119.00",80.65,United States,NASDAQ,USD,1,USD,-
CHE,CHEMED CORP,Health Care,Equity,"5,891,196.08",0.01,"5,891,196.08","10,637.00",553.84,United States,New York Stock Exchange Inc.,USD,1,USD,-
HAS,HASBRO INC,Consumer Discretionary,Equity,"5,892,167.35",0.01,"5,892,167.35","98,779.00",59.65,United States,NASDAQ,USD,1,USD,-
TFX,TELEFLEX INC,Health Care,Equity,"5,882,419.22",0.01,"5,882,419.22","33,881.00",173.62,United States,New York Stock Exchange Inc.,USD,1,USD,-
WMS,ADVANCED DRAINAGE SYSTEMS INC,Industrials,Equity,"5,872,585.04",0.01,"5,872,585.04","49,903.00",117.68,United States,New York Stock Exchange Inc.,USD,1,USD,-
CFR,CULLEN FROST BANKERS INC,Financials,Equity,"5,863,708.04",0.01,"5,863,708.04","41,563.00",141.08,United States,New York Stock Exchange Inc.,USD,1,USD,-
AGNC,AGNC INVESTMENT REIT CORP,Financials,Equity,"5,864,732.64",0.01,"5,864,732.64","578,376.00",10.14,United States,NASDAQ,USD,1,USD,-
AXTA,AXALTA COATING SYSTEMS LTD,Materials,Equity,"5,865,559.70",0.01,"5,865,559.70","154,154.00",38.05,United States,New York Stock Exchange Inc.,USD,1,USD,-
WCC,WESCO INTERNATIONAL INC,Industrials,Equity,"5,858,653.62",0.01,"5,858,653.62","31,173.00",187.94,United States,New York Stock Exchange Inc.,USD,1,USD,-
SCCO,SOUTHERN COPPER CORP,Materials,Equity,"5,860,994.89",0.01,"5,860,994.89","61,949.00",94.61,Peru,New York Stock Exchange Inc.,USD,1,USD,-
CACI,CACI INTERNATIONAL INC CLASS A,Industrials,Equity,"5,837,013.75",0.01,"5,837,013.75","15,555.00",375.25,United States,New York Stock Exchange Inc.,USD,1,USD,-
INGR,INGREDION INC,Consumer Staples,Equity,"5,830,385.52",0.01,"5,830,385.52","45,768.00",127.39,United States,New York Stock Exchange Inc.,USD,1,USD,-
NYT,NEW YORK TIMES CLASS A,Communication,Equity,"5,800,975.20",0.01,"5,800,975.20","117,906.00",49.2,United States,New York Stock Exchange Inc.,USD,1,USD,-
WH,WYNDHAM HOTELS RESORTS INC,Consumer Discretionary,Equity,"5,782,640.16",0.01,"5,782,640.16","53,752.00",107.58,United States,New York Stock Exchange Inc.,USD,1,USD,-
BERY,BERRY GLOBAL GROUP INC,Materials,Equity,"5,784,800.00",0.01,"5,784,800.00","82,640.00",70,United States,New York Stock Exchange Inc.,USD,1,USD,-
SNV,SYNOVUS FINANCIAL CORP,Financials,Equity,"5,764,627.55",0.01,"5,764,627.55","101,365.00",56.87,United States,New York Stock Exchange Inc.,USD,1,USD,-
MGM,MGM RESORTS INTERNATIONAL,Consumer Discretionary,Equity,"5,716,542.64",0.01,"5,716,542.64","165,793.00",34.48,United States,New York Stock Exchange Inc.,USD,1,USD,-
PCOR,PROCORE TECHNOLOGIES INC,Information Technology,Equity,"5,691,910.00",0.01,"5,691,910.00","74,648.00",76.25,United States,New York Stock Exchange Inc.,USD,1,USD,-
GPK,GRAPHIC PACKAGING HOLDING,Materials,Equity,"5,686,766.01",0.01,"5,686,766.01","210,699.00",26.99,United States,New York Stock Exchange Inc.,USD,1,USD,-
TREX,TREX INC,Industrials,Equity,"5,680,920.14",0.01,"5,680,920.14","77,587.00",73.22,United States,New York Stock Exchange Inc.,USD,1,USD,-
AOS,A O SMITH CORP,Industrials,Equity,"5,632,942.86",0.01,"5,632,942.86","85,986.00",65.51,United States,New York Stock Exchange Inc.,USD,1,USD,-
LNW,LIGHT WONDER INC,Consumer Discretionary,Equity,"5,634,437.64",0.01,"5,634,437.64","63,926.00",88.14,United States,NASDAQ,USD,1,USD,-
APA,APA CORP,Energy,Equity,"5,614,346.52",0.01,"5,614,346.52","259,443.00",21.64,United States,NASDAQ,USD,1,USD,-
CZR,CAESARS ENTERTAINMENT INC,Consumer Discretionary,Equity,"5,560,828.00",0.01,"5,560,828.00","152,770.00",36.4,United States,NASDAQ,USD,1,USD,-
ATI,ATI INC,Materials,Equity,"5,550,329.43",0.01,"5,550,329.43","87,393.00",63.51,United States,New York Stock Exchange Inc.,USD,1,USD,-
ADC,AGREE REALTY REIT CORP,Real Estate,Equity,"5,550,616.41",0.01,"5,550,616.41","75,963.00",73.07,United States,New York Stock Exchange Inc.,USD,1,USD,-
AAON,AAON INC,Industrials,Equity,"5,523,897.70",0.01,"5,523,897.70","48,434.00",114.05,United States,NASDAQ,USD,1,USD,-
DBX,DROPBOX INC CLASS A,Information Technology,Equity,"5,503,366.40",0.01,"5,503,366.40","170,912.00",32.2,United States,NASDAQ,USD,1,USD,-
MASI,MASIMO CORP,Health Care,Equity,"5,503,751.46",0.01,"5,503,751.46","30,573.00",180.02,United States,NASDAQ,USD,1,USD,-
FOUR,SHIFT4 PAYMENTS INC CLASS A,Financials,Equity,"5,486,478.58",0.01,"5,486,478.58","45,694.00",120.07,United States,New York Stock Exchange Inc.,USD,1,USD,-
